Tweet_ID,Mentions
1451805613206429700,@kevinwitvliet00
1451805628851052553,@DrJinRussell
1451805679455514641,@KvasnickaCT
1451805801539117058,@ELAouniAyoub
1451805813635493892,@RespectableLaw
1451805863027560454,@leolucamanho
1451805899387899909,@DrJinRussell
1451806101717012481,@evecastera
1451806101717012481,@Freedominfr
1451806101717012481,@sudouest
1451806200828411904,@Terrenc53756761
1451806200828411904,@BuckSexton
1451806322681425920,@lereveildatlas
1451806468890664962,@Hindsig74747830
1451806468890664962,@davidlevasseur8
1451806501828448258,@tropicalboy
1451806877629571082,@SC4RLETSEAL
1451806947510870017,@LeightonSauni
1451807100460404737,@LeightonSauni
1451807243767201798,@janehansen2000
1451807263082045448,@theredgottin
1451807263082045448,@augustisgolden
1451807288549912578,@RespectableLaw
1451807366039621632,@olivierveran
1451807366039621632,@TPMP
1451807566674096129,@gorskon
1451807566674096129,@DrKateMiller
1451807685477867523,@charentelibre
1451807718549884934,@ladbible
1451807758546841608,@Gizmodo
1451807761721970692,@rabinkavzacviku
1451807764322271233,@SC4RLETSEAL
1451807938406981632,@4221O397O27S
1451807938406981632,@Onrasegratis
1451807938406981632,@Jujusese13
1451808107328204804,@SC4RLETSEAL
1451808137326080000,@Ladelf
1451808137326080000,@AssoCovid
1451808190795030528,@Ladelf
1451808190795030528,@AssoCovid
1451808245471907845,@MelINN
1451808283703103488,@Ladelf
1451808283703103488,@AssoCovid
1451808294637428745,@doktorgiginajib
1451808294637428745,@DentistryMY
1451808693369122820,@DavidCarterFra
1451808789468831745,@FormerAntivax
1451808789468831745,@HeatherBSimpson
1451808797962297345,@iammymay
1451808830975889408,@Citiramvas
1451808830975889408,@FentyMina
1451809050342088707,@Kernunnos
1451809050342088707,@JeMouth
1451809228130328580,@LaVieHebdo
1451809286292598791,@AnnastaciaMP
1451809416232194051,@kevinwitvliet00
1451809542434656261,@GregoirePerra
1451809732696715266,@Ladelf
1451809732696715266,@AssoCovid
1451810162725965829,@SC4RLETSEAL
1451810612791623682,@Ladelf
1451810612791623682,@AssoCovid
1451810788436553728,@nicolarsouil
1451810925409882114,@dgoubelle
1451810925409882114,@charentelibre
1451811077554118658,@BFMTV
1451811085497950221,@davidfarrier
1451811113570557952,@ZowkoA
1451811192033333248,@Allieflores79
1451811192033333248,@Devbabiboo
1451811192033333248,@ChrisFitzMelb
1451811192033333248,@IIama
1451811192033333248,@theage
1451811192033333248,@michaelfowler08
1451811260794761225,@DrJinRussell
1451811275852419072,@RespectableLaw
1451811288829636609,@Gizmodo
1451811423600926722,@RespectableLaw
1451811454160494599,@RespectableLaw
1451811470044504066,@dgoubelle
1451811470044504066,@charentelibre
1451811472175247364,@Ladelf
1451811472175247364,@AssoCovid
1451811612000722944,@MarkReady47
1451811626080952329,@SC4RLETSEAL
1451811659799048197,@lalasosophie
1451811659799048197,@EricBillyFR
1451811659799048197,@LeDoc
1451811659799048197,@witchnurse13
1451811659799048197,@fignonlaurent
1451811784931700744,@gorskon
1451811965450457090,@RespectableLaw
1451812025835921414,@Ladelf
1451812025835921414,@AssoCovid
1451812296586670080,@Languedeuxpute
1451812478434820096,@ledecaledu25
1451812553244434432,@RespectableLaw
1451812564724326402,@cloemcrae
1451812564724326402,@gilltaylor
1451812564724326402,@BorisJohnson
1451812622421082114,@DrJinRussell
1451812791564652545,@janehansen2000
1451812842882191362,@WSJ
1451813057072615424,@jietienming
1451813187779588101,@BTheorists
1451813237662658560,@WSJ
1451813270562693122,@GrandSachoir
1451813407405969408,@gorskon
1451813407405969408,@DrKateMiller
1451813464956186624,@Carpedi36521126
1451813464956186624,@olivierveran
1451813616735465473,@gorskon
1451813616735465473,@DrKateMiller
1451813651359227913,@SC4RLETSEAL
1451813663728443405,@kevinwitvliet00
1451813665380917249,@umarebru
1451813665380917249,@GMehrasa
1451813788773228544,@lolag70889488
1451813788773228544,@BFMTV
1451813831978536963,@RespectableLaw
1451813907094409216,@katbabble
1451813907094409216,@jamesmassola
1451813977474936833,@TroncheBiais
1451814051223310339,@WindowOnTheWoke
1451814374297976832,@RespectableLaw
1451814374616670213,@DrJinRussell
1451814425200152576,@tropicalboy
1451814426168815616,@katbabble
1451814426168815616,@jamesmassola
1451814496121483268,@sahab95219938
1451814517277659138,@Amora96757846
1451814517277659138,@opropriofaka
1451814540488884226,@thedoctor14540
1451814557513568259,@Vdp01821693
1451814577457430528,@katbabble
1451814577457430528,@jamesmassola
1451814660613672964,@viewspotnz
1451814694960910342,@lereveildatlas
1451814856865288192,@oooANONYMEooo
1451814856865288192,@pschaus
1451814856865288192,@LeVif
1451815020292096000,@JJFranceMaroc
1451815020292096000,@beaurooii
1451815056908472320,@DragancheG
1451815056908472320,@Citiramvas
