Tweet_ID
1222821864730431490
1222822043936284674
1222822096910344192
1222822136399593473
1222822612604047360
1222822968717389824
1222823334141804545
1222824123325435904
1222824154900070400
1222824264178507776
1222824906846437376
1222826672086487041
1222826674082996224
1222827543956545537
1222828283055636480
1222828365209636865
1222828459057197056
1222828804281757696
1222829239898189824
1222830715454160896
1222830999144484864
1222831307132145664
1222831666462326784
1222831900408066054
1222831961045073921
1222832055152603136
1222832144369750016
1222833349389180932
1222833675567554560
1222833760648990720
1222835982338351106
Tweet_ID
1222821864730431490
1222822043936284674
1222822096910344192
1222822136399593473
1222822612604047360
1222822968717389824
1222823334141804545
1222824123325435904
1222824154900070400
1222824264178507776
1222824906846437376
1222826672086487041
1222826674082996224
1222827543956545537
1222828283055636480
1222828365209636865
1222828459057197056
1222828804281757696
1222829239898189824
1222830715454160896
1222830999144484864
1222831307132145664
1222831666462326784
1222831900408066054
1222831961045073921
1222832055152603136
1222832144369750016
1222833349389180932
1222833675567554560
1222833760648990720
1222835982338351106
Tweet_ID
1222821864730431490
1222822043936284674
1222822096910344192
1222822136399593473
1222822612604047360
1222822968717389824
1222823334141804545
1222824123325435904
1222824154900070400
1222824264178507776
1222824906846437376
1222826672086487041
1222826674082996224
1222827543956545537
1222828283055636480
1222828365209636865
1222828459057197056
1222828804281757696
1222829239898189824
1222830715454160896
1222830999144484864
1222831307132145664
1222831666462326784
1222831900408066054
1222831961045073921
1222832055152603136
1222832144369750016
1222833349389180932
1222833675567554560
1222833760648990720
1222835982338351106
Tweet_ID
1222821864730431490
1222822043936284674
1222822096910344192
1222822136399593473
1222822612604047360
1222822968717389824
1222823334141804545
1222824123325435904
1222824154900070400
1222824264178507776
1222824906846437376
1222826672086487041
1222826674082996224
1222827543956545537
1222828283055636480
1222828365209636865
1222828459057197056
1222828804281757696
1222829239898189824
1222830715454160896
1222830999144484864
1222831307132145664
1222831666462326784
1222831900408066054
1222831961045073921
1222832055152603136
1222832144369750016
1222833349389180932
1222833675567554560
1222833760648990720
1222835982338351106
Tweet_ID
1222821864730431490
1222822043936284674
1222822096910344192
1222822136399593473
1222822612604047360
1222822968717389824
1222823334141804545
1222824123325435904
1222824154900070400
1222824264178507776
1222824906846437376
1222826672086487041
1222826674082996224
1222827543956545537
1222828283055636480
1222828365209636865
1222828459057197056
1222828804281757696
1222829239898189824
1222830715454160896
1222830999144484864
1222831307132145664
1222831666462326784
1222831900408066054
1222831961045073921
1222832055152603136
1222832144369750016
1222833349389180932
1222833675567554560
1222833760648990720
1222835982338351106
Tweet_ID
1222821864730431490
1222822043936284674
1222822096910344192
1222822136399593473
1222822612604047360
1222822968717389824
1222823334141804545
1222824123325435904
1222824154900070400
1222824264178507776
1222824906846437376
1222826672086487041
1222826674082996224
1222827543956545537
1222828283055636480
1222828365209636865
1222828459057197056
1222828804281757696
1222829239898189824
1222830715454160896
1222830999144484864
1222831307132145664
1222831666462326784
1222831900408066054
1222831961045073921
1222832055152603136
1222832144369750016
1222833349389180932
1222833675567554560
1222833760648990720
1222835982338351106
Tweet_ID
1222821864730431490
1222822043936284674
1222822096910344192
1222822136399593473
1222822612604047360
