Tweet_ID,Hastag
1463869471588814851,#RONA
1463855123441106951,#AntiPassSanitaire
1463855123441106951,#AntiVax
1463855316144201730,#testpcr
1463855316144201730,#antivax
1463855316144201730,#antipasssanitaire
1463855316144201730,#OlivierVeran
1463855316144201730,#Veran
1463855316144201730,#COVID19France
1463855316144201730,#coronavirus
1463855316144201730,#Covid19
1463855462638665728,#COVID19
1463855462638665728,#antivax
1463855462638665728,#NoVaccinePas
1463855478329462794,#antivax
1463855542418518020,#BrexitChaos
1463855542418518020,#NonALaVaccinationObligatoire
1463855542418518020,#NonALaVaccinationDesEnfants
1463855542418518020,#PasseSanitaire
1463855542418518020,#D
1463856113020018695,#COVID19
1463856113020018695,#vaccination
1463856113020018695,#antivax
1463856113020018695,#trolls
1463856113020018695,#Twitter
1463856652956880903,#AntiPassSanitaire
1463856652956880903,#AntiVax
1463856792245518344,#foutagedegueule
1463856792245518344,#anticovid
1463856792245518344,#antivax
1463856792245518344,#Brussel
1463856792245518344,#ConseildeParis
1463856792245518344,#COVID19France
1463856792245518344,#VaccinationObligatoire
1463856792245518344,#PassDeLaHonte
1463856792245518344,#DictatureSanitaire
1463856792245518344,#NonAuMasque
1463857127001407489,#EmmanuelMacron
1463857127001407489,#test
1463857127001407489,#antiVax
1463857127001407489,#PassSanitaire
1463857127001407489,#nonvaccines
1463857132474875904,#antivax
1463857357599956993,#Covid19
1463857497329086473,#EmmanuelMacron
1463857497329086473,#test
1463857497329086473,#antiVax
1463857534255734795,#antivax
1463857673091309568,#Israël
1463857873080000518,#antivax
1463857907372544001,#EmmanuelMacron
1463857907372544001,#test
1463857907372544001,#antiVax
1463858004470767621,#antivax
1463858035823190016,#EmmanuelMacron
1463858035823190016,#test
1463858035823190016,#antiVax
1463858408608739340,#EmmanuelMacron
1463858408608739340,#test
1463858408608739340,#antiVax
1463859008448704520,#Veran
1463859008448704520,#veran
1463859008448704520,#parolepublique
1463859317963169801,#vaccin
1463859317963169801,#Véran
1463859317963169801,#antivax
1463859317963169801,#humour
1463859583861067780,#covid
1463859583861067780,#Allemagne
1463859851826712576,#EmmanuelMacron
1463859851826712576,#test
1463859851826712576,#antiVax
1463860343512444932,#antivax
1463860349011173399,#covid
1463860349011173399,#Allemagne
1463860379327635464,#testpcr
1463860379327635464,#OlivierVeran
1463860379327635464,#PassSanitaire
1463860379327635464,#PassVaccinal
1463860379327635464,#antivax
1463860379327635464,#antipasssanitaire
1463860379327635464,#Veran
1463860379327635464,#coronavirus
1463860379327635464,#COVID19France
1463860379327635464,#Covid19
1463860554410438658,#AntiVax
1463860599369056264,#antivax
1463860757561544715,#EmmanuelMacron
1463860757561544715,#test
1463860757561544715,#antiVax
1463861183862222848,#EmmanuelMacron
1463861183862222848,#test
1463861183862222848,#antiVax
1463861232365096968,#hdespros2
1463862160526880768,#antivax
1463862160526880768,#MacronOut
1463862160526880768,#JeVoteFn
1463862160526880768,#GiletsJaunes
1463862160526880768,#MacronDestitution
1463862160526880768,#MacronDEGAGE
1463862285026344966,#antivax
1463862477075230724,#AntiPassSanitaire
1463862477075230724,#AntiVax
1463862593068711937,#Veran
1463862612744097798,#antivax
1463862612744097798,#antipasssanitaire
1463862881938776067,#EmmanuelMacron
1463862881938776067,#test
1463862881938776067,#antiVax
1463863335577866247,#antivax
1463863335577866247,#AntiPasseSanitaire
1463863335577866247,#TaisezVous
1463863400476389383,#antivax
1463864034898464779,#AntiVax
1463864388646064139,#antivax
1463864614672912390,#démagogie
1463864850531205125,#vaccin
1463864850531205125,#pfizer
1463864850531205125,#varicelle
1463865044740026372,#EmmanuelMacron
1463865044740026372,#test
1463865044740026372,#antiVax
1463865125887168516,#antivax
1463865125887168516,#ClubDesLoosers
1463865205914583053,#antivax
1463865457413341188,#Resistance
1463865457413341188,#antivax
1463865457413341188,#MacronDEGAGE
1463865457413341188,#jepeuxpasvoirspidermanptn
1463865918862217218,#antivax
1463866397939929090,#FakeNewsMedia
1463866397939929090,#antivax
1463866493918232578,#EmmanuelMacron
1463866493918232578,#test
1463866493918232578,#antiVax
1463866494136340489,#Veran
1463867448457891845,#antivax
1463867613109489669,#antivax
1463868016047894543,#antivax
1463868025426350080,#antivax
1463868138148270086,#antivax
1463868221442957312,#antivax
1463868580596961284,#antivax
1463868597965672450,#antivax
1463868607373488133,#antivax
1463868764815036423,#Veran
1463869107699425283,#antivax
1463869362608164870,#antivax
1463869397718769670,#EmmanuelMacron
1463869397718769670,#test
1463869397718769670,#antiVax
1463869696638427137,#Deutschland
1463869696638427137,#Pandemie
1463869696638427137,#Covid19
1463869869963857923,#antivax
1463854985070845962,#COVID19
1463854985070845962,#MMedicaCubanaTachira
1463854985070845962,#FidelPorSiempre
1463854985070845962,#FidelVive
1463854985070845962,#HéroesDeLaSalud
1463854985070845962,#CubaPorLaVida
1463854985075212297,#corona
1463854985075212297,#deutschland
1463854985121312784,#covid19
1463854985121312784,#TapachulaVioleta
1463854985121312784,#Tapachula
1463854985196810242,#pequiven
1463854985213534211,#COVID19
1463854985213534211,#MMedicaCubanaTachira
1463854985213534211,#FidelPorSiempre
1463854985213534211,#FidelVive
1463854985213534211,#HéroesDeLaSalud
1463854985213534211,#CubaPorLaVida
1463854985347698697,#COVID19
1463854985347698697,#FidelPorSiempre
1463854985347698697,#FidelVive
1463854985347698697,#HéroesDeLaSalud
1463854985347698697,#CubaPorLaVida
1463854985498738688,#COVID19
1463854985498738688,#FidelPorSiempre
1463854985498738688,#FidelVive
1463854985498738688,#HéroesDeLaSalud
1463854985498738688,#CubaPorLaVida
1463854985540681736,#COVID19
1463854985540681736,#MMedicaCubanaTachira
1463854985540681736,#FidelPorSiempre
1463854985540681736,#FidelVive
1463854985540681736,#HéroesDeLaSalud
1463854985540681736,#CubaPorLaVida
1463854985616269316,#COVID19
1463854985616269316,#FidelPorSiempre
1463854985616269316,#FidelVive
1463854985616269316,#HéroesDeLaSalud
1463854985616269316,#CubaPorLaVida
1463854985838567424,#COVID19MMedicaCubanaTachiraFidelPorSiempre
1463854985838567424,#FidelVive
1463854985838567424,#HéroesDeLaSaludCubaPorLaVidaDiazCanelB
1463854985838575626,#COVID
1463854985838575626,#Queensland
1463854985838575626,#NSW
1463854985851158534,#COVID19
1463854985851158534,#MMedicaCubanaTachira
1463854985851158534,#FidelPorSiempre
1463854985851158534,#FidelVive
1463854985851158534,#HéroesDeLaSalud
1463854985851158534,#CubaPorLaVida
1463854986224308226,#COVID19
1463854986224308226,#FidelPorSiempre
1463854986224308226,#FidelVive
1463854986224308226,#HéroesDeLaSalud
1463854986224308226,#CubaPorLaVida
1463854986379595777,#HaHaOnU
1463854986379595777,#BoostMeBaby
1463854986379595777,#Boosters4Life
1463854986379595777,#Boosters4Death
1463854986379595777,#SpikeProteinIsToxic
1463854986694115335,#COVID19
1463854986735992836,#Refoua
1463854986782199810,#COVID19
1463854986861940739,#fmqs
1463854986861940739,#TartanThatcher
1463854986861940739,#Resignsturgeon
1463854986912145410,#In60Seconds
1463854987029753861,#Thailand
1463854987029753861,#Asia
1463854987029753861,#COVID19
1463854987029753861,#Travel
1463854987029753861,#Tourism
1463854987465871361,#Turkey
1463854987465871361,#Ankara
1463854987465871361,#COVID19
1463854987616735234,#COVID19
1463854987616735234,#covid
1463854987616735234,#vietnam
1463854987616735234,#updates
1463854987616735234,#news
1463854987897831428,#COVID19MMedicaCubanaTachiraFidelPorSiempre
1463854987897831428,#FidelVive
1463854987897831428,#HéroesDeLaSaludCubaPorLaVidaDiazCanelB
1463854987985969159,#COVID19MMedicaCubanaTachiraFidelPorSiempre
1463854987985969159,#FidelVive
1463854987985969159,#HéroesDeLaSaludCubaPorLaVidaDiazCanelB
1463854988338380819,#COVID19
1463854988338380819,#FidelPorSiempre
1463854988338380819,#FidelVive
1463854988338380819,#HéroesDeLaSalud
1463854988338380819,#CubaPorLaVida
1463854988434853892,#Atención
1463854988434853892,#ComunicaciónPopularActiva
1463854988468260869,#RecuperaciónServiciosIMSS
1463854988468260869,#SeguroSocial
1463854988468260869,#COVID19
1463854988468260869,#IMSSenPalacio
1463854988501913604,#Liberté
