Tweet_ID,Hashtag
1448648333224906767,#Rona
1448635368115515398,#COVID19
1448635420401672202,#PassaporteSanitarioNao
1448635451418550282,#AantiPass
1448635451418550282,#antivax
1448635451418550282,#macron
1448635451418550282,#HDpros2
1448635451418550282,#BFMTV
1448635451418550282,#CNEWS
1448635451418550282,#pfizer
1448635451418550282,#Moderna
1448635451418550282,#Vaccin
1448635451418550282,#Manifs16octobre
1448635451418550282,#Oms
1448635451418550282,#Veran
1448636418864128003,#ElisabethBorne
1448636418864128003,#AantiPass
1448636418864128003,#antivax
1448636418864128003,#macron
1448636418864128003,#HDpros2
1448636418864128003,#BFMTV
1448636418864128003,#CNEWS
1448636418864128003,#pfizer
1448636418864128003,#Moderna
1448636418864128003,#Vaccin
1448636418864128003,#Manifs16octobre
1448636418864128003,#Oms
1448636418864128003,#Veran
1448637357729718274,#COVID19
1448637452600627204,#ElisabethBorne
1448637565200969733,#covidiots
1448637814879498245,#greenpass
1448637814879498245,#antivax
1448638198545108998,#antivax
1448638439998599170,#PassSanitaire
1448638625688793091,#antivax
1448641656710995968,#pas
1448642697938538496,#Covid19
1448642697938538496,#antivax
1448642754570031106,#Covid19
1448642754570031106,#antivax
1448642833213280261,#Covid19
1448642833213280261,#antivax
1448642904986112004,#Covid19
1448642904986112004,#antivax
1448642923436724231,#Dockers
1448642923436724231,#Journalistes
1448642923436724231,#AantiPass
1448642923436724231,#antivax
1448642923436724231,#ROME
1448642923436724231,#MILAN
1448642923436724231,#HDpros2
1448642923436724231,#BFMTV
1448642923436724231,#CNEWS
1448642923436724231,#pfizer
1448642923436724231,#Moderna
1448642923436724231,#Vaccin
1448642923436724231,#Manifs16octobre
1448642923436724231,#Oms
1448642923436724231,#ITALIE
1448642947382222849,#Covid19
1448642947382222849,#antivax
1448642984313069569,#Covid19
1448642984313069569,#antivax
1448643040264929282,#Tory
1448643269395562503,#hdpros2
1448643269395562503,#PassSanitaireDeLaHonte
1448643269395562503,#antivax
1448643519242018818,#lapresseplus
1448644773242458112,#PassSanitaire
1448645653354196993,#wads
1448646016501108744,#JoeRogan
1448646016501108744,#SanjaGupta
1448646016501108744,#CNN
1448646016501108744,#COVID19
1448646016501108744,#TheView
1448646016501108744,#AntiVax
1448646016501108744,#AntiMask
1448646016501108744,#AntiCommonSense
1448646016501108744,#Spotify
1448646609491742724,#Vaccin
1448646609491742724,#vaccination
1448646609491742724,#COVID19
1448646609491742724,#vaccine
1448646609491742724,#PassSanitaire
1448646609491742724,#vaccinationCovid
1448646609491742724,#antivax
1448646609491742724,#antivaxxers
1448646609491742724,#antivaxx
1448646609491742724,#twitter
1448646931446591503,#provax
1448646931446591503,#antivax
1448646931446591503,#Zemmour
1448646931446591503,#Marine
1448647036320944134,#antivax
1448647036320944134,#complotistes
1448647036320944134,#coucous
1448647036320944134,#JeMeSouviens
1448647036320944134,#LockoutABI
1448647036320944134,#DehorsLegault
1448647036320944134,#DehorsLaCAQ
1448647179791306769,#Sénat
1448647314973749252,#provax
1448647314973749252,#antivax
1448647671401443347,#greenpass
1448647671401443347,#antivax
1448647900213374984,#provax
1448647900213374984,#antivax
1448648057134800910,#auspol
1448648057134800910,#antivax
1448648057134800910,#covid19
1448648336429359105,#provax
1448648336429359105,#antivax
1448648379668385802,#antivax
1448649230680162308,#COYS
1448649268760223748,#PassDeLaHonte
1448649290268561410,#provax
1448649290268561410,#antivax
1448649339685855232,#antivax
1448649339685855232,#antimask
1448649561510084621,#antivax
1448649561510084621,#vaccination
1448649561510084621,#darwin
1448649561510084621,#DarwinAwards
1448649620893044744,#antivax
1448634694036250624,#COVID19
1448634694707335170,#corona
1448634694707335170,#deutschland
1448634694711402502,#covid19
1448634694711402502,#EnPortada
1448634694711402502,#SLP
1448634694715670536,#PeoplesVaccine
1448634694715670536,#VaccinEquity
1448634694757756928,#Internacional
1448634694782779395,#dayMotivation
1448634694782779395,#Thailand
1448634694782779395,#BKK
1448634694782779395,#italy
1448634694782779395,#WearAMask
1448634694782779395,#COVID19
1448634694782779395,#FoodieBeauty
1448634695277764617,#GWEPrize
1448634695407837185,#Delaware
1448634695407837185,#COVID19
1448634695407837185,#ChooseDelaware
1448634695407837185,#NetDE
1448634695898435586,#LavatelasManos
1448634695898435586,#UsaelTapabocas
1448634695898435586,#QuedateEnCasa
1448634695898435586,#COVID19
1448634695898435586,#LaGentePropone
1448634695898435586,#SomosCesap
1448634695898435586,#SomosCesapLara
1448634695898435586,#AcciónPopular
1448634695915294723,#COVID19
1448634695927930884,#UACM
1448634695927930884,#Educacion
1448634695927930884,#COVID19
1448634695927930884,#Somoselmedio
1448634697156751365,#hiddenwar
1448634697156751365,#thrudemic
1448634697156751365,#viralbestseller
1448634697156751365,#hiddenwar
1448634697794265092,#ThirstTrapsForLeni2022
1448634698142474250,#EstadosUnidos
1448634698373140481,#covid19tr
1448634698373140481,#co
1448634698914144260,#EuropeTalks
1448634699295854600,#MijpRadio
1448634699488899085,#Nithyananda
1448634699488899085,#inspiration
1448634699488899085,#Motivation
1448634699488899085,#meditation
1448634701002919946,#TheInfiniteAge
1448634701002919946,#IMFMeetings
1448634701174870025,#Unite2FightCorona
1448634701174870025,#WearAMask
1448634701174870025,#StayHomeStaySafe
1448634701174870025,#LargestVaccinationDrive
1448634701376229377,#vaccination
1448634701376229377,#GetVaccinatedNow
