Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1378935428334649352,anamag,4,10,ORG,0.9994
1378935428334649352,figueroa,11,19,PER,0.6978
1378935428460462082,joyuricare,71,81,PER,0.5068
1378935428468764674,brasil,0,6,ORG,0.5501
1378935428468764674,janssen,26,33,ORG,0.5094
1378935428468764674,covid19,64,71,MISC,0.9999
1378935429219635200,covid-19,21,29,MISC,0.9999
1378935429219635200,monagas,33,40,LOC,0.9994
1378935429219635200,economia,41,49,MISC,0.7933
1378935429278400514,colombia,0,8,LOC,1.0
1378935429379031041,covid-19,10,18,MISC,0.978
1378935429379031041,argentina,34,43,ORG,0.994
1378935429546790915,mariofitzm,4,14,MISC,0.4319
1378935429546790915,covid19,16,23,MISC,0.9998
1378935429546790915,la cardiopatía isquémica,67,91,MISC,0.9896
1378935429567631361,covid,104,109,MISC,0.9996
1378935430247149568,covid19,50,57,MISC,0.9999
1378935430247149568,navarra,62,69,LOC,1.0
1378935430498840581,honduras,74,82,LOC,0.9989
1378935430498840581,ehplus,112,118,MISC,0.9982
1378935430733778949,francia,0,7,LOC,0.9996
1378935430733778949,covid-19,48,56,MISC,0.9999
1378935430939246592,nicolás maduro,0,14,PER,0.9998
1378935430939246592,covid-19,60,68,MISC,0.9999
1378935431056789505,eeuu,0,4,LOC,0.9503
1378935431119638530,donporfifirio,4,17,PER,0.9715
1378935431593656321,dasilvastalin,4,17,PER,0.3984
1378935431593656321,covid19,129,136,PER,0.9967
1378935431778217984,papa francisco,9,23,PER,0.9999
1378935431778217984,covid-19,88,96,MISC,0.9999
1378935431794814976,omar prieto,8,19,PER,0.9999
1378935436312215552,noepernia,4,13,PER,0.3854
1378935436312215552,nohely pernía,98,111,PER,0.9999
1378935436312215552,caracas,128,135,LOC,1.0
1378935436685414402,gobierno,0,8,ORG,0.7303
1378935436685414402,covid-19,59,67,MISC,0.9997
1378935436802985984,jessiifer,5,14,PER,0.8661
1378935436802985984,lari,16,20,PER,0.9882
1378935438157701124,adrianzeneduard,4,19,PER,0.9954
1378935438203887617,vtvcanal8,4,13,ORG,0.9752
1378935438203887617,p1,77,80,MISC,0.9994
1378935438203887617,p2,127,130,MISC,0.9993
1378935444537237507,covid,112,117,MISC,0.9992
1378935445342523392,eneidalayapsuv,4,18,ORG,0.9965
1378935445342523392,covid-19,81,89,MISC,0.9999
1378935446533726209,coronavirus,0,11,MISC,0.9992
1378935446533726209,carla vizzotti,13,27,PER,0.9999
1378935448094015491,chumeltorres,4,16,PER,0.99
1378935448094015491,la jornad,130,139,ORG,0.9995
1378935448496709633,feriglesias,4,15,PER,0.8237
1378935448718958593,oujianhong,4,14,ORG,0.7204
1378935448718958593,presidente,20,30,PER,0.8839
1378935448718958593,gobierno,74,82,ORG,1.0
1378935448718958593,gobierno,92,100,ORG,1.0
1378935451638202371,otto2025,4,12,ORG,0.9997
1378935451638202371,morena,35,41,PER,0.9986
1378935451638202371,covid,59,64,MISC,0.7947
1378935452724514817,vtvcanal8,4,13,ORG,0.9995
1378935452724514817,nicolasmaduro,32,45,PER,0.9827
1378935452724514817,samana santa,68,80,MISC,0.9414
1378935452724514817,venezuela,82,91,LOC,0.9966
1378935452724514817,7 templos,121,130,MISC,0.9812
1378935452829425667,garcimonero,4,15,PER,0.9955
1378935452829425667,alberto ciurana,26,41,PER,0.9998
1378935452829425667,tv azteca,71,80,ORG,0.9999
1378935452829425667,covid,91,96,MISC,0.9646
1378935452942671877,embamexeua,4,14,ORG,0.5418
1378935452942671877,🇺🇸,37,39,LOC,0.9998
1378935454591037441,webnotitarde,4,16,ORG,0.9998
1378935454591037441,murió,23,28,PER,0.9982
1378935454591037441,lili morillo,40,52,PER,0.9999
1378935454591037441,covid-19,57,65,MISC,0.9998
1378935454591037441,sucesos,66,73,MISC,0.96
1378935455215980544,anacelatorres,4,17,PER,0.9986
1378935455215980544,covid,22,27,MISC,0.9999
1378935455316643853,aaserranosv,4,15,ORG,0.2998
1378935455316643853,covid,122,127,MISC,0.9999
1378935457107619841,covid,110,115,MISC,0.9998
1378935457107619841,covid,256,261,MISC,0.9998
1378935458596585472,chora,4,9,PER,0.5398
1378935458596585472,kathy,10,15,PER,0.8298
1378935458596585472,uci,73,76,ORG,0.7242
1378935459691298816,youtube,105,112,ORG,0.6836
1378935460999880709,manueljuventud2,4,19,PER,0.9958
1378935460999880709,pdte,76,81,ORG,0.9999
1378935460999880709,nicolasmaduro,82,95,PER,0.9985
1378935461175959554,alferdez,4,12,PER,0.658
1378935461175959554,primer ministro de la república de la india,49,92,PER,0.9954
1378935461175959554,narendramodi,94,106,PER,0.8359
1378935466829955074,apuntes,4,11,ORG,0.9994
1378935470143332353,covid,108,113,MISC,0.9999
1378935470143332353,constitución,265,277,MISC,0.9984
1378935472827813891,latinoamérica,78,91,LOC,0.9999
1378935473821732864,lopezdoriga,4,15,ORG,0.4011
1378935473821732864,covid-19,80,88,MISC,0.9999
1378935473821732864,huixquilucan,102,114,LOC,0.9999
1378935473821732864,estado de méxico,116,132,LOC,0.9999
1378935474316804100,diariotalcual,4,17,ORG,0.9992
1378935474316804100,serviciopúblico,19,34,MISC,0.7521
1378935474316804100,judith arana,35,47,PER,0.9999
1378935474857902081,adrianzeneduard,4,19,PER,0.9954
1378935475289874433,gobierno nacional,3,20,ORG,0.9999
1378935475289874433,aerolíneas argentinas,148,169,ORG,0.9991
1378935475688378372,diegoarcos14,4,16,PER,0.9996
1378935476216864769,lopezobrador,4,16,PER,0.9747
1378935477395460101,tinder,48,54,MISC,0.9997
1378935477982654464,mippcivzla,4,14,ORG,0.907
1378935477982654464,"""semáforo de la prevención""",41,68,MISC,0.9999
1378935478066483205,okdiario,4,12,ORG,0.9997
1378935478066483205,marruecos,14,23,ORG,0.9999
1378935478066483205,españa,99,105,LOC,0.9986
1378935478066483205,covid,113,118,LOC,0.9415
1378935478188007427,instituto mexicano del seguro social,14,50,ORG,0.9999
1378935478188007427,secretaría de salud,56,75,ORG,0.9508
1378935478188007427,ciudad de méxico,82,98,ORG,0.8624
1378935478188007427,méxico,200,206,LOC,0.9551
1378935478188007427,covid19,207,214,MISC,0.9637
1378935478188007427,imss,233,237,MISC,0.9255
1378935478473400326,darkcuri,4,12,ORG,0.946
1378935478473400326,covid,32,37,MISC,0.9997
1378935478473400326,prevenireselantídoto,85,105,ORG,0.9881
1378935478473400326,darkcuri,107,115,ORG,0.9212
1378935478473400326,parb2207,117,125,ORG,0.9793
1378935478473400326,vilma,127,132,PER,0.96
1378935478473400326,meche,133,138,PER,0.7488
1378935478741835776,adrianzeneduard,4,19,PER,0.9954
1378935479010271234,marianobelve,4,16,PER,0.9999
1378935479102492675,vtvcanal8,4,13,ORG,0.9996
1378935479102492675,venezuela,60,69,LOC,0.5005
1378935479102492675,covid-19,124,132,MISC,0.9999
1378935479387611140,springfield,18,29,LOC,0.9998
1378935479387611140,astori,31,37,PER,0.9999
1378935479387611140,covid,114,119,MISC,0.7874
1378935479656194050,vilma,4,9,PER,0.9986
1378935479656194050,meche,10,15,PER,0.9998
1378935479656194050,nicolasmaduro,37,50,PER,0.9952
1378935479656194050,covid-19,125,133,MISC,0.9998
1378935479945588737,orbitaeduardo,4,17,ORG,0.3955
1378935479945588737,covid-19,82,90,MISC,0.9999
1378935479945588737,aztrazenec,129,139,MISC,0.999
1378935480218189825,covid19,56,63,MISC,0.9999
1378935482625753088,acdavalost,4,14,ORG,0.774
1378935482785140737,covid,18,23,ORG,0.9937
1378935482940321793,larepublica,4,15,ORG,0.9916
1378935482940321793,francia,20,27,LOC,0.9999
