Tweet_ID,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
1444736526248599553,en,NO,NO,1,0,"",Sun Oct 03 18:50:04 +0000 2021
1444723925720518663,en,NO,NO,0,0,"",Sun Oct 03 18:00:00 +0000 2021
1444723925942820866,en,NO,YES,0,17,"",Sun Oct 03 18:00:00 +0000 2021
1444723926009933827,es,NO,NO,0,0,"",Sun Oct 03 18:00:00 +0000 2021
1444723926907633669,en,NO,NO,0,0,"",Sun Oct 03 18:00:00 +0000 2021
1444723926987202564,es,NO,NO,2,0,"",Sun Oct 03 18:00:00 +0000 2021
1444723927503319044,es,NO,NO,0,0,"",Sun Oct 03 18:00:00 +0000 2021
1444723928593694723,en,NO,NO,0,0,"",Sun Oct 03 18:00:00 +0000 2021
1444723928698548228,en,NO,NO,3,1,"",Sun Oct 03 18:00:00 +0000 2021
1444723930011357186,de,NO,NO,0,0,"",Sun Oct 03 18:00:01 +0000 2021
1444723931433390083,en,NO,NO,0,1,"",Sun Oct 03 18:00:01 +0000 2021
1444723931886366728,en,NO,NO,0,0,"",Sun Oct 03 18:00:01 +0000 2021
1444723932649635842,en,NO,NO,1,2,"",Sun Oct 03 18:00:01 +0000 2021
1444723932888588288,es,NO,NO,1,1,"",Sun Oct 03 18:00:01 +0000 2021
1444723933756936195,es,NO,NO,0,0,"",Sun Oct 03 18:00:02 +0000 2021
1444723935115759617,en,NO,YES,0,81,"",Sun Oct 03 18:00:02 +0000 2021
1444723938777604098,fr,NO,YES,0,294,"",Sun Oct 03 18:00:03 +0000 2021
1444723942523129862,en,NO,NO,0,0,"",Sun Oct 03 18:00:04 +0000 2021
1444723943915417606,es,NO,YES,0,8,"",Sun Oct 03 18:00:04 +0000 2021
1444723944490164225,hu,NO,NO,0,0,"",Sun Oct 03 18:00:04 +0000 2021
1444723945807171590,hu,NO,NO,0,0,"",Sun Oct 03 18:00:05 +0000 2021
1444723947103195143,hu,NO,NO,0,0,"",Sun Oct 03 18:00:05 +0000 2021
1444723951423275008,en,NO,YES,0,1,"",Sun Oct 03 18:00:06 +0000 2021
1444723954808205318,en,NO,YES,0,1322,"",Sun Oct 03 18:00:07 +0000 2021
1444723956179685379,en,NO,NO,0,0,"",Sun Oct 03 18:00:07 +0000 2021
1444723962915835910,es,NO,NO,1,0,"",Sun Oct 03 18:00:09 +0000 2021
1444723963607887873,en,NO,YES,0,1822,"",Sun Oct 03 18:00:09 +0000 2021
1444723964681629699,pt,NO,NO,0,0,"",Sun Oct 03 18:00:09 +0000 2021
1444723968406085637,es,NO,NO,0,0,"",Sun Oct 03 18:00:10 +0000 2021
1444723970792558594,en,NO,YES,0,108,"",Sun Oct 03 18:00:10 +0000 2021
1444723972562636805,nl,NO,NO,0,0,"",Sun Oct 03 18:00:11 +0000 2021
1444723972751323139,en,NO,YES,0,108,"",Sun Oct 03 18:00:11 +0000 2021
1444723975045713927,en,NO,NO,101,31,"",Sun Oct 03 18:00:11 +0000 2021
1444723979416219650,en,NO,NO,0,0,"",Sun Oct 03 18:00:13 +0000 2021
1444723980196356111,en,NO,NO,0,0,"",Sun Oct 03 18:00:13 +0000 2021
1444723980464758790,en,NO,NO,0,0,"",Sun Oct 03 18:00:13 +0000 2021
1444723985514733578,en,NO,YES,0,749,"",Sun Oct 03 18:00:14 +0000 2021
